800	1	0
805	1	0
810	1	0
815	1	0
820	1	0
825	1	0
830	1	0
835	1	0
840	1	0
845	1	0
850	1	0
855	1	0
860	1	0
865	1	0
870	1	0
875	1	0
880	1	0
885	1	0
890	1	0
895	1	0
900	1	0
905	1	0
910	1	0
915	1	0
920	1	0
925	1	0
930	1	0
935	1	0
940	1	0
945	1	0
950	1	0
955	1	0
960	1	0
800	2	0
805	2	0
810	2	0
815	2	0
820	2	0
825	2	0
830	2	0
835	2	0
840	2	0
845	2	0
850	2	0
855	2	0
860	2	0
865	2	0
870	2	0
875	2	0
880	2	0
885	2	0
890	2	0
895	2	0
900	2	0
905	2	0
910	2	0
915	2	0
920	2	0
925	2	0
930	2	0
935	2	0
940	2	0
945	2	0
950	2	0
955	2	0
960	2	0
800	3	0
805	3	0
810	3	0
815	3	0
820	3	0
825	3	0
830	3	0
835	3	0
840	3	0
845	3	0
850	3	0
855	3	0
860	3	0
865	3	0
870	3	0
875	3	0
880	3	0
885	3	0
890	3	0
895	3	0
900	3	0
905	3	0
910	3	0
915	3	0
920	3	0
925	3	0
930	3	0
935	3	0
940	3	0
945	3	0
950	3	0
955	3	0
960	3	0
800	4	0
805	4	0
810	4	0
815	4	0
820	4	0
825	4	0
830	4	0
835	4	0
840	4	0
845	4	0
850	4	0
855	4	0
860	4	0
865	4	0
870	4	0
875	4	0
880	4	0
885	4	0
890	4	0
895	4	0
900	4	0
905	4	0
910	4	0
915	4	0
920	4	0
925	4	0
930	4	0
935	4	0
940	4	0
945	4	0
950	4	0
955	4	0
960	4	0
800	5	0
805	5	0
810	5	0
815	5	0
820	5	0
825	5	0
830	5	0
835	5	0
840	5	0
845	5	0
850	5	0
855	5	0
860	5	0
865	5	0
870	5	0
875	5	0
880	5	0
885	5	0
890	5	0
895	5	0
900	5	0
905	5	0
910	5	0
915	5	0
920	5	0
925	5	0
930	5	0
935	5	0
940	5	0
945	5	0
950	5	0
955	5	0
960	5	0
800	6	0
805	6	0
810	6	0
815	6	0
820	6	0
825	6	0
830	6	0
835	6	0
840	6	0
845	6	0
850	6	0
855	6	0
860	6	0
865	6	0
870	6	0
875	6	0
880	6	0
885	6	0
890	6	0
895	6	0
900	6	0
905	6	0
910	6	0
915	6	0
920	6	0
925	6	0
930	6	0
935	6	0
940	6	0
945	6	0
950	6	0
955	6	0
960	6	0
800	7	0
805	7	0
810	7	0
815	7	0
820	7	0
825	7	0
830	7	0
835	7	0
840	7	0
845	7	0
850	7	0
855	7	0
860	7	0
865	7	0
870	7	0
875	7	0
880	7	0
885	7	0
890	7	0
895	7	0
900	7	0
905	7	0
910	7	0
915	7	0
920	7	0
925	7	0
930	7	0
935	7	0
