0	1	1[[1]]
10	1	1[[1]]
20	1	1[[1]]
30	1	1[[1]]
40	1	1[[1]]
50	1	1[[1]]
60	1	1[[1]]
70	1	1[[1]]
80	1	1[[1]]
90	1	1[[1]]
100	1	1[[1]]
110	1	1[[1]]
120	1	1[[1]]
130	1	1[[1]]
140	1	1[[1]]
150	1	1[[1]]
160	1	1[[1]]
170	1	1[[1]]
180	1	1[[1]]
190	1	1[[1]]
200	1	1[[1]]
210	1	1[[1]]
220	1	1[[1]]
230	1	1[[1]]
240	1	1[[1]]
250	1	1[[1]]
260	1	1[[1]]
270	1	1[[1]]
280	1	1[[1]]
290	1	1[[1]]
300	1	1[[1]]
310	1	1[[1]]
320	1	1[[1]]
330	1	1[[1]]
340	1	1[[1]]
350	1	1[[1]]
360	1	1[[1]]
370	1	1[[1]]
380	1	1[[1]]
390	1	1[[1]]
400	1	1[[1]]
410	1	1[[1]]
420	1	1[[1]]
430	1	1[[1]]
440	1	1[[1]]
450	1	1[[1]]
460	1	1[[1]]
470	1	1[[1]]
480	1	1[[1]]
490	1	1[[1]]
500	1	1[[1]]
510	1	1[[1]]
520	1	1[[1]]
530	1	1[[1]]
540	1	1[[1]]
550	1	1[[1]]
560	1	1[[1]]
570	1	1[[1]]
580	1	1[[1]]
590	1	1[[1]]
600	1	1[[1]]
610	1	1[[1]]
620	1	1[[1]]
630	1	1[[1]]
640	1	1[[1]]
650	1	1[[1]]
660	1	1[[1]]
670	1	1[[1]]
680	1	1[[1]]
690	1	1[[1]]
700	1	1[[1]]
710	1	1[[1]]
720	1	1[[1]]
730	1	1[[1]]
740	1	1[[1]]
750	1	1[[1]]
760	1	1[[1]]
770	1	1[[1]]
780	1	1[[1]]
790	1	1[[1]]
800	1	1[[1]]
810	1	1[[1]]
820	1	1[[1]]
830	1	1[[1]]
840	1	1[[1]]
850	1	1[[1]]
860	1	1[[1]]
870	1	1[[1]]
0	2	1[[2]]
10	2	1[[2]]
20	2	1[[2]]
30	2	1[[2]]
40	2	1[[2]]
50	2	1[[2]]
60	2	1[[2]]
70	2	1[[2]]
80	2	1[[2]]
90	2	1[[2]]
100	2	1[[2]]
110	2	1[[2]]
120	2	1[[2]]
130	2	1[[2]]
140	2	1[[2]]
150	2	1[[2]]
160	2	1[[2]]
170	2	1[[2]]
180	2	1[[2]]
190	2	1[[2]]
200	2	1[[2]]
210	2	1[[2]]
220	2	1[[2]]
230	2	1[[2]]
240	2	1[[2]]
250	2	1[[2]]
260	2	1[[2]]
270	2	1[[2]]
280	2	1[[2]]
290	2	1[[2]]
300	2	1[[2]]
310	2	1[[2]]
320	2	1[[2]]
330	2	1[[2]]
340	2	1[[2]]
350	2	1[[2]]
360	2	1[[2]]
370	2	1[[2]]
380	2	1[[2]]
390	2	1[[2]]
400	2	1[[2]]
410	2	1[[2]]
420	2	1[[2]]
430	2	1[[2]]
440	2	1[[2]]
450	2	1[[2]]
460	2	1[[2]]
470	2	1[[2]]
480	2	1[[2]]
490	2	1[[2]]
500	2	1[[2]]
510	2	1[[2]]
520	2	1[[2]]
530	2	1[[2]]
540	2	1[[2]]
550	2	1[[2]]
560	2	1[[2]]
570	2	1[[2]]
580	2	1[[2]]
590	2	1[[2]]
600	2	1[[2]]
610	2	1[[2]]
620	2	1[[2]]
630	2	1[[2]]
640	2	1[[2]]
650	2	1[[2]]
660	2	1[[2]]
670	2	1[[2]]
680	2	1[[2]]
690	2	1[[2]]
700	2	1[[2]]
710	2	1[[2]]
720	2	1[[2]]
730	2	1[[2]]
740	2	1[[2]]
750	2	1[[2]]
760	2	1[[2]]
770	2	1[[2]]
780	2	1[[2]]
790	2	1[[2]]
800	2	1[[2]]
810	2	1[[2]]
820	2	1[[2]]
830	2	1[[2]]
840	2	1[[2]]
850	2	1[[2]]
860	2	1[[2]]
870	2	1[[2]]
0	3	1[[3]]
10	3	1[[3]]
20	3	1[[3]]
30	3	1[[3]]
40	3	1[[3]]
50	3	1[[3]]
60	3	1[[3]]
70	3	1[[3]]
80	3	1[[3]]
90	3	1[[3]]
100	3	1[[3]]
110	3	1[[3]]
120	3	1[[3]]
130	3	1[[3]]
140	3	1[[3]]
150	3	1[[3]]
160	3	1[[3]]
170	3	1[[3]]
180	3	1[[3]]
190	3	1[[3]]
200	3	1[[3]]
210	3	1[[3]]
220	3	1[[3]]
230	3	1[[3]]
240	3	1[[3]]
250	3	1[[3]]
260	3	1[[3]]
270	3	1[[3]]
280	3	1[[3]]
290	3	1[[3]]
300	3	1[[3]]
310	3	1[[3]]
320	3	1[[3]]
330	3	1[[3]]
340	3	1[[3]]
350	3	1[[3]]
360	3	1[[3]]
370	3	1[[3]]
380	3	1[[3]]
390	3	1[[3]]
400	3	1[[3]]
410	3	1[[3]]
420	3	1[[3]]
430	3	1[[3]]
440	3	1[[3]]
450	3	1[[3]]
460	3	1[[3]]
470	3	1[[3]]
480	3	1[[3]]
490	3	1[[3]]
500	3	1[[3]]
510	3	1[[3]]
520	3	1[[3]]
530	3	1[[3]]
540	3	1[[3]]
550	3	1[[3]]
560	3	1[[3]]
570	3	1[[3]]
580	3	1[[3]]
590	3	1[[3]]
600	3	1[[3]]
610	3	1[[3]]
620	3	1[[3]]
630	3	1[[3]]
640	3	1[[3]]
650	3	1[[3]]
660	3	1[[3]]
670	3	1[[3]]
680	3	1[[3]]
690	3	1[[3]]
700	3	1[[3]]
710	3	1[[3]]
720	3	1[[3]]
730	3	1[[3]]
740	3	1[[3]]
750	3	1[[3]]
760	3	1[[3]]
770	3	1[[3]]
780	3	1[[3]]
790	3	1[[3]]
800	3	1[[3]]
810	3	1[[3]]
820	3	1[[3]]
830	3	1[[3]]
840	3	1[[3]]
850	3	1[[3]]
860	3	1[[3]]
870	3	1[[3]]
0	4	1[[4]]
10	4	1[[4]]
20	4	1[[4]]
30	4	1[[4]]
40	4	1[[4]]
50	4	1[[4]]
60	4	1[[4]]
70	4	1[[4]]
80	4	1[[4]]
90	4	1[[4]]
100	4	1[[4]]
110	4	1[[4]]
120	4	1[[4]]
130	4	1[[4]]
140	4	1[[4]]
150	4	1[[4]]
160	4	1[[4]]
170	4	1[[4]]
180	4	1[[4]]
190	4	1[[4]]
200	4	1[[4]]
210	4	1[[4]]
220	4	1[[4]]
230	4	1[[4]]
240	4	1[[4]]
250	4	1[[4]]
260	4	1[[4]]
270	4	1[[4]]
280	4	1[[4]]
290	4	1[[4]]
300	4	1[[4]]
310	4	1[[4]]
320	4	1[[4]]
330	4	1[[4]]
340	4	1[[4]]
350	4	1[[4]]
360	4	1[[4]]
370	4	1[[4]]
380	4	1[[4]]
390	4	1[[4]]
400	4	1[[4]]
410	4	1[[4]]
420	4	1[[4]]
430	4	1[[4]]
440	4	1[[4]]
450	4	1[[4]]
460	4	1[[4]]
470	4	1[[4]]
480	4	1[[4]]
490	4	1[[4]]
500	4	1[[4]]
510	4	1[[4]]
520	4	1[[4]]
530	4	1[[4]]
540	4	1[[4]]
550	4	1[[4]]
560	4	1[[4]]
570	4	1[[4]]
580	4	1[[4]]
590	4	1[[4]]
600	4	1[[4]]
610	4	1[[4]]
620	4	1[[4]]
630	4	1[[4]]
640	4	1[[4]]
650	4	1[[4]]
660	4	1[[4]]
670	4	1[[4]]
680	4	1[[4]]
690	4	1[[4]]
700	4	1[[4]]
710	4	1[[4]]
720	4	1[[4]]
730	4	1[[4]]
740	4	1[[4]]
750	4	1[[4]]
760	4	1[[4]]
770	4	1[[4]]
780	4	1[[4]]
